Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Dungeon Brick
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Dungeon Brick
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Dungeon Brick
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Dungeon Brick
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Dungeon Brick
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Dungeon Brick
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Dungeon Brick
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Dungeon Brick
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - tile.ExporterChest.name
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - tile.ExporterChest.name
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - tile.ExporterChest.name
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - tile.ExporterChest.name
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - tile.ExporterChest.name
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - tile.none.name
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 透视方块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 龙矿
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 龙块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 充能龙块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 能量塔
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 觉醒龙块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 注入龙力的黑曜石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 创造错位宝石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Granite
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Polished Granite
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Diorite
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Polished Diorite
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Andesite
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Polished Andesite
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Prismarine
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Prismarine Bricks
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Dark Prismarine
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Sea Lantern
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Red Sandstone
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Chiseled Red Sandstone
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Smooth Red Sandstone
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Mushroom
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Mushroom
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Coarse Dirt
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Sponge
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Wet Sponge
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Old Gravel
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Purpur Block
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Purpur Pillar
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - End Stone Bricks
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Crying Obsidian
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 盖亚石英块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 源质石英块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - tile.botania:blockgaiaquartz0SlabFull.name
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - tile.botania:blockelvenquartz0SlabFull.name
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 铜矿石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 铝土矿石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 铅矿石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 银矿石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 镍矿石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 铜块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 铝块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 铅块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 银块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 镍块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 康铜块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 琥珀金块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 钢块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 铜线圈
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 琥珀金线圈
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 高压线圈
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 防腐木板
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 防腐木板
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 防腐木板
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 麻凝土
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 焦炉砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 高炉砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 焦煤块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 混凝土
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 混凝土砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 强化高炉砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 火腿块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - SDX粘性炸药
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - SDX粘性炸药
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 蓝色凝固史莱姆块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 绿色凝固史莱姆块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 紫色凝固史莱姆块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 黑曜石砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 沙石砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 平滑地狱岩砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 抛光石砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 铁砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 金砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 青金石砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 钻石砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 红石砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 白骨砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 史莱姆砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 蓝色史莱姆砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 末地石砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 黑曜石锭砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 平滑黑曜石砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 平滑沙石砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 平滑地狱岩砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 平滑抛光石砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 平滑铁砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 平滑金砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 平滑青金石砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 平滑钻石砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 平滑红石砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 平滑白骨砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 平滑史莱姆砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 平滑蓝史莱姆砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 平滑末地石砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 平滑黑曜石锭砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 平滑石砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 铺路石块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Alumite Brick
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Ardite Brick
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Cobalt Brick
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Manyullyn Brick
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Fancy Alumite Brick
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Fancy Ardite Brick
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Fancy Cobalt Brick
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Fancy Manyullyn Brick
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 钴矿石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 阿迪特矿石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 铜矿石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 锡矿石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 铝矿石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 铁矿砂砾
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 金矿砂砾
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 铜矿砂砾
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 锡矿砂砾
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 铝矿砂砾
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 钴矿砂砾
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 钴块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 阿迪特块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 玛玉灵块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 铜方块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 青铜块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 锡块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 铝块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 铝黄铜块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 耐酸铝块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 钢块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 末影块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 黏滑泥泞
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 水泥
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 黏滑蓝泥泞
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 黄泉土
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 神圣土
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 蓝史莱姆泥土
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 史莱姆土
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 凝胶方块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 光滑褐岩块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 光滑褐岩铺路石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 褐岩块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 褐岩砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 褐岩铺路石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 平滑褐岩砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 雕琢褐岩砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 精灵方块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 铁血方块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 赤金方块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Salt Block
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Food Plus Gift
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Candy Block
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Candy Slab
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Chocolate Block
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Dark Chocolate Block
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - White Chocolate Block
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 炼金炸药
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 巧克力块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 异界边境
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 大脑团
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 尘埃
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 眼簇
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 骨头
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 肉疙瘩
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 原始化石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 平面之门
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 烟黑石英块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 雕琢烟黑石英块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 柱状烟黑石英块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 烟黑石英台阶
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 暮色橡树原木
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 苍穹树原木
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 红树原木
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 黑树原木
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 根茎
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 鲜活根茎
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 迷宫石头
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 迷宫石砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 迷宫雕刻石砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 迷宫装饰石砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 迷宫碎裂石砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 迷宫青苔石砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 迷宫镶嵌石砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 迷宫边缘石砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 树篱
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 多功能工作台
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 娜迦头方块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 娜迦石方块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 时光树原木
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 变化树原木
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 矿工树原木
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 分类树原木
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 时光树的时钟
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 变化树的心脏
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 矿工树的核心
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 分类树的引擎
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 塔的木板
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 塔木板箱
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 破裂塔木
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 青苔塔木
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 蛀虫塔木
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 重现方块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 消失方块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 上锁的消失方块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 解锁的消失方块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 高塔建设者
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 砷铅铁反应堆
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 要塞屏障
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 极光方块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 地下砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 青苔地下砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 碎裂地下砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 风化废石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 碎裂废石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 废石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 黑树树叶
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 极光柱
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 极光半砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 巨魔石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 蓬松的云
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 巨型圆石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 巨型原木
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 巨型黑曜石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 巨大的茎
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 巨型暮色森林蘑菇
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 城堡砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 旧城堡砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 裂城堡砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 城堡顶砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 蓝色符文砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 黄色符文砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 粉色符文砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 紫色符文砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 余烬原木 [NYI]
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 蓝色城堡门
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 暮色橡树木板
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 苍穹树木板
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 红树木板
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 黑树木板
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 时光树木板
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 变化树木板
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 矿工树木板
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 分类树木板
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 魔沃空叶草方块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 天壤
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 圣石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 圣苔石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 圣石砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 速沙
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 神能晶矿石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 紫晶矿石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 紫晶块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 礼物
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 天根原木
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 金琥珀原木
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 天根木板
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 日轮祭坛
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 柱石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 顶柱
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 雕纹石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 岗哨石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 天灵石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 流光天灵石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 狱炎石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 流光狱炎石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 雕纹石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 岗哨石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 天灵石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 流光天灵石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 狱炎石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 流光狱炎石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 雕纹石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 天灵石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 狱炎石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 天根双层台阶
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 雕纹双层台阶
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 天灵双层台阶
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 狱炎双层台阶
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 圣石双层台阶
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 圣苔石双层台阶
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 圣石砖双层台阶
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 气凝胶双层台阶
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 天根木书架
appliedenergistics2:item.ItemCrystalSeed:0, 赛特斯石英种子
appliedenergistics2:item.ItemCrystalSeed:600, 下界石英种子
appliedenergistics2:item.ItemCrystalSeed:1200, 福鲁伊克斯种子
appliedenergistics2:item.ItemCrystalSeed:0, 赛特斯石英种子
appliedenergistics2:item.ItemCrystalSeed:600, 下界石英种子
appliedenergistics2:item.ItemCrystalSeed:1200, 福鲁伊克斯种子
appliedenergistics2:item.ItemCrystalSeed:0, 赛特斯石英种子
appliedenergistics2:item.ItemCrystalSeed:600, 下界石英种子
appliedenergistics2:item.ItemCrystalSeed:1200, 福鲁伊克斯种子
appliedenergistics2:item.ItemEncodedPattern, 编码样板
appliedenergistics2:item.ToolColorApplicator, 染色器
appliedenergistics2:item.ItemPaintBall:0, 染色球 - 白色
appliedenergistics2:item.ItemPaintBall:1, 染色球 - 橙色
appliedenergistics2:item.ItemPaintBall:2, 染色球 - 品红色
appliedenergistics2:item.ItemPaintBall:3, 染色球 - 浅蓝色
appliedenergistics2:item.ItemPaintBall:4, 染色球 - 黄色
appliedenergistics2:item.ItemPaintBall:5, 染色球 - 柠檬色
appliedenergistics2:item.ItemPaintBall:6, 染色球 - 粉色
appliedenergistics2:item.ItemPaintBall:7, 染色球 - 灰色
appliedenergistics2:item.ItemPaintBall:8, 染色球 - 浅灰色
appliedenergistics2:item.ItemPaintBall:9, 染色球 - 青色
appliedenergistics2:item.ItemPaintBall:10, 染色球 - 紫色
appliedenergistics2:item.ItemPaintBall:11, 染色球 - 蓝色
appliedenergistics2:item.ItemPaintBall:12, 染色球 - 棕色
appliedenergistics2:item.ItemPaintBall:13, 染色球 - 绿色
appliedenergistics2:item.ItemPaintBall:14, 染色球 - 红色
appliedenergistics2:item.ItemPaintBall:15, 染色球 - 黑色
appliedenergistics2:item.ItemPaintBall:20, 染色球 - 光通 白色
appliedenergistics2:item.ItemPaintBall:21, 染色球 - 光通 橙色
appliedenergistics2:item.ItemPaintBall:22, 染色球 - 光通 品红色
appliedenergistics2:item.ItemPaintBall:23, 染色球 - 光通 浅蓝色
appliedenergistics2:item.ItemPaintBall:24, 染色球 - 光通 黄色
appliedenergistics2:item.ItemPaintBall:25, 染色球 - 光通 柠檬色
appliedenergistics2:item.ItemPaintBall:26, 染色球 - 光通 粉色
appliedenergistics2:item.ItemPaintBall:27, 染色球 - 光通 灰色
appliedenergistics2:item.ItemPaintBall:28, 染色球 - 光通 浅灰色
appliedenergistics2:item.ItemPaintBall:29, 染色球 - 光通 青色
appliedenergistics2:item.ItemPaintBall:30, 染色球 - 光通 紫色
appliedenergistics2:item.ItemPaintBall:31, 染色球 - 光通 蓝色
appliedenergistics2:item.ItemPaintBall:32, 染色球 - 光通 棕色
appliedenergistics2:item.ItemPaintBall:33, 染色球 - 光通 绿色
appliedenergistics2:item.ItemPaintBall:34, 染色球 - 光通 红色
appliedenergistics2:item.ItemPaintBall:35, 染色球 - 光通 黑色
appliedenergistics2:item.ItemMultiMaterial:28, 高级卡
appliedenergistics2:item.ItemMultiMaterial:44, 破坏核心
appliedenergistics2:item.ItemMultiMaterial:25, 基础卡
appliedenergistics2:item.ItemMultiMaterial:52, 空白样板
appliedenergistics2:item.ItemMultiMaterial:23, 运算处理器
appliedenergistics2:item.ItemMultiMaterial:13, 运算压印模板
appliedenergistics2:item.ItemMultiMaterial:16, 运算电路板
appliedenergistics2:item.ItemMultiMaterial:27, 容量卡
appliedenergistics2:item.ItemMultiMaterial:53, 合成卡
appliedenergistics2:item.ItemMultiMaterial:29, 模糊卡
appliedenergistics2:item.ItemMultiMaterial:31, 反相卡
appliedenergistics2:item.ItemMultiMaterial:26, 红石卡
appliedenergistics2:item.ItemMultiMaterial:30, 加速卡
appliedenergistics2:item.ItemMultiMaterial:34, 128³-空间组件
appliedenergistics2:item.ItemMultiMaterial:33, 16³-空间组件
appliedenergistics2:item.ItemMultiMaterial:37, 16k-ME存储组件
appliedenergistics2:item.ItemMultiMaterial:35, 1k-ME存储组件
appliedenergistics2:item.ItemMultiMaterial:32, 2³-空间组件
appliedenergistics2:item.ItemMultiMaterial:36, 4k-ME存储组件
appliedenergistics2:item.ItemMultiMaterial:38, 64k-ME存储组件
appliedenergistics2:item.ItemMultiMaterial:0, 赛特斯石英水晶
appliedenergistics2:item.ItemMultiMaterial:1, 充能赛特斯石英水晶
appliedenergistics2:item.ItemMultiMaterial:2, 赛特斯石英粉
appliedenergistics2:item.ItemMultiMaterial:39, ME存储外壳
appliedenergistics2:item.ItemMultiMaterial:46, 末影粉
appliedenergistics2:item.ItemMultiMaterial:24, 工程处理器
appliedenergistics2:item.ItemMultiMaterial:14, 工程压印模板
appliedenergistics2:item.ItemMultiMaterial:17, 工程电路板
appliedenergistics2:item.ItemMultiMaterial:4, 面粉
appliedenergistics2:item.ItemMultiMaterial:7, 福鲁伊克斯水晶
appliedenergistics2:item.ItemMultiMaterial:8, 福鲁伊克斯粉
appliedenergistics2:item.ItemMultiMaterial:9, 福鲁伊克斯珍珠
appliedenergistics2:item.ItemMultiMaterial:43, 成型核心
appliedenergistics2:item.ItemMultiMaterial:22, 逻辑处理器
appliedenergistics2:item.ItemMultiMaterial:15, 逻辑压印模板
appliedenergistics2:item.ItemMultiMaterial:18, 逻辑电路板
